,用户名,用户id,帖子
0,数码科技大爆炸VVV,2963774131?,"
                    富士康董事长在郑州云工作，力促保质保量尽快恢复生产。招工方面目前除了让当地政府帮忙外，还派出了劳务公司到歌尔招人，应对即将到来的西方圣诞节。除此以外，完不成的订单向深圳富士康分派。另据苹果分析师郭明錤消息，苹果正要求和硕，立讯精密，富士康减少iPhone 14/14 Plus产量，生产更多的 iP ​  展开全文c                "
0,青浦租赁,6426813987?,"
                    #双十一iPhone14价格新低#居家插花，不用太过复杂的插花技法，只要有一颗热爱生活的心，就够了。#租房# ​                "
0,投行泰山,1854368294?,"
                    印度政府官员称，苹果代工厂商富士康计划进一步扩张其在印度的iPhone工厂，在未来两年内将该厂员工人数增加三倍至7万人。 ​                "
0,ealllly,5381072075?,"
                    #双十一iPhone14价格新低#还好31号买的是14pro不然我也要哭死 ​                "
0,财识App,5985174762?,"
                    【日元暴跌，#二手iPhone在日本成抢手货#】多年来，日本购物者一直追求最新的电子产品，但现在日元暴跌将新款iPhone价格推高，二手iPhone变得更受欢迎。日本一家二手手机贸易公司负责人称，自苹果7月涨价以来，二手产品销售额比前3个月增长两倍。 L老板联播的微博视频 ​                "
0,真的不吃夜宵了-,5594590062?,"
                    #双十一iPhone14价格新低#真🐶，大公司你真别说！md还不能客服对线 ​                "
0,苏清莞,2588272477?,"
                    #双十一iPhone14价格新低#我31号买的pm没受到影响吧 ​                "
0,小花花0561,2512571181?,"
                    #双十一iPhone14价格新低#谁是地里的韭菜，苹果吃相太难看，太难看了，下次双十一谁跟你玩 ​                "
0,陈宸HY,6304647780?,"
                    iPhone 14 Pro Max到了手感一如既然的厚重灵动岛用着还可以熄屏显示效果一般像素给个9.5分吧 ​                "
0,浪浪的风浪浪的雨浪浪的你,3985825369?,"
                    I#iphone##iphone14 pro max# 我也想要出彩猫！我的呢？啊？呜呜呜 ​                "
0,小白测评,2022252207?,"
                    转眼今天已经是11.11了，来看看某东的双十一实时手机销量累计榜都有哪些机型吧- 全部单品累计销量TOP3：Redmi 9A、iPhone 14、iPhone 13；- 折叠屏累计销量TOP3：三星Z Flip4、ZFlip3、Z Fold4；- 图3-9是500~6000元以上7个价位段区间各自的累计销量榜榜单里有大家贡献的机吗？ ​                "
0,自动吸引好运,2680433223?,"
                    我想问下为什么我的微信电话总是没有提醒。我的微信在后台运行，别人给我打语音电话总是没有提示，甚至连最后打完电话提醒消息都收不到，我已确认完微信通知都打开了，手机自带的通知也打开了，没有静音。PS微信消息有弹窗。有没有大神帮忙解答一下&#xe627;iPhone#iphone 11#&#xe627;苹果#苹果 ​  展开全文c                "
0,改名换头啦,6025602288?,"
                    #iPhone14#家人们   还是商量一下，怎么退差价吧👏 ​                "
0,互联网蛋蛋,2813261447?,"
                    【不只强制换USB-C！欧盟再发力：或要求苹果开放第三方App、侧载App、iMessage互相支持】按照要求，自2024年起各类在欧盟范围内销售的手机、平板、数码相机等电子设备必须统一使用Type-C充电接口，苹果也在其中。在解决了iPhone充电口不统一的问题之后，欧盟最近又再一次盯上了苹果。很可能被要求允许 ​  展开全文c                "
0,昊天90s,2290617167?,"
                    #ios16##iphone14# 使用技巧求助。由于工作原因每天需要拍大量照片并发到工作群，比较消耗手机内存和流量，所以我就打开照相机采取截图剪裁的方式，能极大的减小照片大小。但是每次都需要剪裁太麻烦了，有没有什么app能调用摄像头，又没有多余界面？我就不用每次都剪裁了。或者其它方式批量将选中的截 ​  展开全文c                "
0,Eleanor_牛牛,2724549050?,"
                    &#xe627;钱哥 日常许愿 我想要一个iPhone14@钱哥 ​                "
0,时髦菲,6164891450?,"
                    #iPhone14中美之外全球涨价##潮流资讯#身高165的洛杉矶亚裔博主，舒适随意的日常穿搭。 #时尚资讯# ​                "
0,我吃饱的时候真的不饿,5652723762?,"
                    &#xe627;iPhone14Pro 256黑色 发到几号了 ​                "
0,能帮我生个叫辛忆的女孩嘛,5464139104?,"
                    #双十一iphone14价格新低# 你TM的真该死啊 ​                "
0,海杰地灵,2257563583?,"
                    #iPhone客户端意见反馈# 现在的微博客户端不支持照片旋转，使得一些宽幅的照片没法全屏看，而有些博主为了能最大限度的全屏展示，索性把宽幅照片旋转90度，而我们看微博的也就只能把手机横过来看了，这真的太无语了。所以，如果微博客户端能支持照片自动旋转，那也就不存在这个问题了。 ​                "
0,社会性迷惑,6636035720?,"
                    #为抢iPhone员工集体周五加班#妈耶，这个加班理由我真是头一次见，为了抢新iPhone大家真的是豁出去了呀，不明真相的老板看了估计要感动死哈哈哈哈 ​                "
0,功成名不遂身退,6256030037?,"
                    #俄罗斯# 小童看天下 2017-8-2 22:39 来自 iPhone 7 Plus“强军是具有很强开创性的事业，我们要不断适应新形势、应对新挑战、解决新问题，在实践上大胆探索，在理论上勇于突破，不断丰富和发展党在新时期的强军思想，让马克思主义军事理论在强军伟大实践中放射出更加灿烂的真理光芒。”（八一建军节 ​  展开全文c                "
0,山田直男菌,3474968232?,"
                    that‘s good！在看破产姐妹 一夜没睡觉到现在刚才觉得早晨很美就用iPhone5c拍了非常非常好看的照片 现在躺床上 窗外有一点点凉风吹进来 好惬意 但是这样的早晨马上要过了 不知道如何度过的中午就像不知道如何度过的人生接踵而来了 ​                "
0,盐城大小事儿,1882712202?,"
                    #双十一iPhone14价格新低#【投票】盐城人你贡献了多少？ 告诉你们一个小秘密：不买，立省100％ 盐城人，双11你贡献了多少？ ​                "
0,啊段的微博,1796550094?,"
                    盧聲聲小醫生11-5 06:54来自 iPhone 13 Pro【手癬】最近接診了幾位手癬脫皮的小朋友，反復抗真菌治療未愈。經查，都有第五胸椎小關節紊亂。予旋轉擠壓法正骨復位，最嚴重的一位用苦參艾葉花椒白礬熏洗。一周後，手部脫皮消失，隨訪未見復發。 ​​​                "
0,Agoni-小怪兽,1952882385?,"
                    &#xe627;iPhone壁纸                    小怪兽第359期壁纸                                                   ⚡原图自取⚡ ​​​  ​​​  ​​​  ​​​  ​​​  ​​​  ​​​  ​​​  ​​​                "
0,Lucy也很棒呀,1791449943?,"
                    最近才发现的一个很好用的iphone自带功能。￼像我把书scan一下，还能选取上面的小段进行复制，也能将图片转化成文本，太友好了。之前不用是真不知道这么好用 ​                "
0,大老客大大,1915878710?,"
                    “微信之父”张小龙曾表示，因为收到很多用户投诉自己聊天记录被窃取，输入什么就会看到相应的广告，所以才想开始做自己的输入法。在最新的微信安卓版8.0.30中，微信已经在插件页面开始向用户推荐自己的输入法“微信键盘”了。现在iPhone用户也能用上了，iOS的测试TestFlight测试名额已发放。安 ​  展开全文c                "
0,Chills牙牙,6560668913?,"
                    Jefferson Argueta 拍摄的这张照片被提名为 2022 年照片奖。 🏆“捕捉火山喷发时刻本身就是一项壮举。”设置成壁纸，也是非常的不由特否&#xe627;iPhone壁纸#手机壁纸# ​                "
0,新浪科技,1642634100?,"
                    #推特暂停付费蓝V认证# 【马斯克的创收计划受挫？每月8美元的Twitter Blue已暂停】#推特已暂停付费身份认证# 据报道，Twitter已经暂停了每月7.99美元的“Twitter Blue”订阅服务。本周早些时候，Twitter刚刚在其iPhone应用程序中（App）推出了这项服务，允许用户购买一个蓝色复选标记（蓝V认证），以 ​  展开全文c                "
0,ugjngfwe,2388629230?,"
                    就想涨点粉关注+转发抽3个iPhone14ProMax 1TB（不喜🉑️折现）无过滤 公平公正O抽奖详情 ​                "
0,高清背景素材,7685489781?,"
                    虽说iPhone14多了个灵动岛功能但是壁纸君也没整明白主要是咱也没有iPhone14哇大概看了个演示有宝子想要灵动岛壁纸壁纸君这就安排 ​                "
0,Kiioety_,7056098209?,"
                    &#xe627;iPhone iPhonex屏幕左上角突然绿了怎么回事 ​                "
0,山绿起来人富起来,5759241067?,"
                    &#xe627;iPhone 想问一下8p64g出二手能出多少钱 重点就是电池之一78了 ​                "
0,学习时候不要饿_,6571263117?,"
                    我爱iPhone原相机我再也不骂这个破手机了 L学习时候不要饿_的微博视频 ​                "
0,知安小月亮,7498057671?,"
                    &#xe627;iPhone14 给官网回收的手机大概什么时候来取货啊，感觉一直没动静 ​                "
0,爱一个妹子,3373526682?,"
                    你们拼夕夕的iPhone库存那么多嘛？哪哪都有这种垃圾广告 ​                "
0,叽歪数码VVV,3250980252?,"
                    iPhone土豪金配色，airpods土豪金配色，喜不喜欢？ ​                "
0,何奇Hockey,5886105680?,"
                    @微博iPhone客户端 #iPhone客户端意见反馈# 版本12.11.1,iPhone14,3,OS16.0.3,网络WIFI 乱七八糟的东西真多 花里胡哨的 ​                "
0,超酷的金女士,5606620607?,"
                    &#xe627;iPhone14Pro 我就想知道512发到几号了 ​                "
0,Chills牙牙,6560668913?,"
                    早上好呀，起床做核酸，今天真冷啊，而且还在下雨，我直接套了个羽绒服下楼&#xe627;iPhone壁纸#手机壁纸# ​                "
0,枫壁纸,7466779708?,"
                    浪漫云端&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,Ssssssscy,5663104257?,"
                    &#xe627;iPhone14Pro银色256是不是还没开始组装 ​                "
0,July31_tt,5140373858?,"
                    #iphone14promax# 灵动岛真nm鸡肋 适配软件没几个有用的 打开这个岛就得关了那个岛 想回到app顶部一不小心就误触 还有那个辣鸡小组件 更改图标还得二次跳转 高刷是为了给你几秒时间跳转的？还有还有 明明消息通知打开了 后台就是不提示 每次进去都一堆信息 电量还没我的12pm耐撑 早知道这样还不如不换  ​  展开全文c                "
0,机智猫,1863275165?,"
                    足金iPhone和AirPods，就是Macbook为啥不按正常比例来？瞧不起人吗？ ​                "
0,我是HYK,3309403941?,"
                    星光色 iPhone 搭配这「石莲蓝」配色硅胶壳还挺好看~ ​                "
0,吹宝超大泡泡糖,2150701887?,"
                    &#xe627;iPhone14Pro每日一问，256金发到几号了 ​                "
0,星河心事店,7630290101?,"
                    &#xe627;iPhone壁纸海绵宝宝情侣壁纸月亮可以为我作证  我向它传了很多想你的简讯 ​                "
0,EpKong,1679010293?,"
                    推荐个iphone 14 pro max的手机壳啊 ​                "
0,张大妈的保镖,6880593630?,"
                    感觉每年双十一这个手机榜单都没啥变化，红米继续霸榜第一，同时Top 10里和iPhone平分秋色，其他品牌偶尔有一两款进入前10，看起来手机消费观念已经形成了，高端看苹果，性价比看红米 ​                "
0,草烂这市街,7367811937?,"
                    想发横财想疯了做梦梦到抖音直播间抽中了iPhone… ​                "
0,科技马各,6036510456?,"
                    前段时间一直裸机使用我的iPhone 14 Pro Max，但发现薛微有点不方便，一是拿两个手机碰在一起咯咯响，另外就是在放桌子上也会响，真正的硬摩擦，听着不舒服，可能我之前的Pro比较小，不带壳也没啥，也不容易刮花，但Max很容易～于是乎我就整了一个PITAKA的凯夫拉手机壳，很重要的一点就是又轻又硬， ​  展开全文c                "
0,我是城闭喧,6357150075?,"
                    #双十一iPhone14价格新低#挺香的，怪不得14几乎卖空了，记得上次大型优惠活动苹果的销量就是第一，看样子这次也不错啊。苹果上网上的讨论度一直很高，虽然整体评价是下降趋势，但是看这个销量，它的热度估计还能持续很久。以前的苹果真的是降价不多，这两次热卖主要是优惠力度也还可以，如果是喜欢iP ​  展开全文c                "
0,互联网蛋蛋,2813261447?,"
                    在下面所有红色iPhone中，你最喜欢的是哪一款？ ​​​#数码科技##数码资讯# ​                "
0,业余的赫尔巴特,3561845702?,"
                    #双十一iPhone14价格新低#今夜做梦，我的饭卡又丢了。并且手机也丢了。 ​                "
0,刘韧,2156065755?,"
                    台积电希望将3纳米生产转移到美国。经过两次推迟，现在的最后期限是2023年第一季度，iPhone 15机型计划采用美国制造的全新3纳米处理器。 ​                "
0,iDest,5041690655?,"
                    LOEWE 2023早春广告，来自Juergen Teller的小iPhone，拥抱真实与可爱。 ​                "
0,元科技说,6660905731?,"
                    iOS 16.1.1和iOS 16.2测试版为中国用户的隔空投送增加了一个新的“每个人10分钟”选项，限制了iPhone用户可以无线接收陌生人发送的文件时间。大家觉得这个功能有帮助吗？评论区留言👇🏻 ​                "
0,天吐一啖,2751339937?,"
                    给大家看一下京东双十一手机品牌最后的数据，图一是单品累计销量Top10，图二是手机品牌累计销量Top10，图三是手机品牌累计销售额Top10。1、小米赢了销量，苹果赢了销售额，这与既定的剧情基本一样；2、单品累计销量Redmi前十中有五款机型，iPhone前十中有四款机型；3、华为绝对令人尊敬，今年双十一 ​  展开全文c                "
0,Elvis_风生水起,5838662155?,"
                    明星年年换手机么还是iPhone 14 Pro 出了他们很心动才买啊以前的也能用啊，换手机不还要各种导么 ​                "
0,小猫咪和你拼了,5821365388?,"
                    #双十一iPhone14价格新低#有谁能跟我讲下我是预热时候买的13 256g 5599是买贵了吗？ ​                "
0,好难说故事,7632804656?,"
                    #双十一iphone14价格新低#没有想到，今年苹果参加了大促之后，之前不被看好的14标准版居然卖空了……之前刚刚还在报道说要补货，今天晚上又开8小时狂欢！苹果吃到大促甜头之后，以后恐怕每年都要加入大促了，一年中这是提振销量的最好一周。前几天我还在网上看到有很多的博主和UP主在狂喷14plus ​  展开全文c                "
0,请与白菜同归于尽,2048344461?,"
                    东哥这边  A+会员有多赠1年ACApple iPhone 14   128GB  5249 Apple iPhone 14    256GB  6149 ​                "
0,wannapartylikeallnight,6140545199?,"
                    梦见参加地偶，第二天有演出不小心把演出服弄破了，漂亮的蓝色蓬蓬裙。借了队友的正准备换上，被抓地偶的老头抓个正着，我疯狂解释我这不是地偶服装，是中国的花纹，开始吹说文化自信。大爷给我忽悠的笑呵呵的，感觉他的形象是前几天看的《大逃杀》里面的北野武。我手里拿着一台过时很久的iphone4。还 ​  展开全文c                "
0,数码小果子,7745078314?,"
                    #为抢iPhone员工集体周五加班#一个iphone真的能够证明自己的生活质量好差？如果你真是这么认为，那你的认知太低了。你觉得iphone很贵，在别人眼里，真的看都不要看。 ​                "
0,云淡风清旅顺口,1962938153?,"
                    #双十一iPhone14价格新低##双十一进入最后冲刺阶段#剁手党有没有后悔的？ ​                "
0,小概率_n,3672441155?,"
                    苹果手机供应商富士康未来两年计划在印度iPhone厂增聘5.3万名员工。此举为富士康在郑州厂生产遭遇阻碍之际，调整在大陆生产iPhone的比重。 ​                "
0,阿比正,1906533175?,"
                    我整晚睡不着，因为收了他的RM7.5k IPhone 14 Pro Max。第一次有人买那么贵的礼物给我，通常都是我自己给人买贵东西，但这个人也不是别人是我的宝 😭😭😭 ​                "
0,-檸喔,5773659157?,"
                    iphone这个相机前置要不要做的这么清晰啊，我他妈照镜子都没这么清晰 ​                "
0,田野上的赫奎酱,3722932097?,"
                    #双十一iPhone14价格新低#你看我多花的两百块你看我像不像地里的韭菜 ​                "
0,闪闪发光的淇,7371888521?,"
                    #双十一iPhone14价格新低#啊哦还是买早了但是还好这个双十一整体找平了 ​                "
0,Galante_Doll,3723573310?,"
                    Bjd 1/4 手改毛&quot;Scarlett&quot;视频展示讲解iPhone13原相机直出 LGalante_Doll的微博视频 ​                "
0,ACHOS1NK,6237926782?,"
                    &#xe627;iPhone14 iPhone14推荐升16.1.1吗手机到手就是16.1 但是我又不舍得Airdrop 所以14升级16.1.1续航会有提升吗 ​                "
0,没人知道我是谁2011,1077908843?,"
                    上8楼，给爸的x充电，发现“电池维修”到78%，15.7更新15.7.1，以前以为已经15.7.1了。之前晚上一直在翻看双11的Mac和iPhone 14和13的优惠，昨日和前日因为投资焦虑和10号外盘的急升而兴奋导致未参与双11盛会。昨晚查看微博，有ID“ETF”下讨论“仪喵”事，回忆老母为了奖励去打“仪喵”。1221112周 ​  展开全文c                "
0,张凯华微博,5982278942?,"
                    #各平台互卷iPhone14价格跳水多次售罄#我就是看热闹不嫌事大的人，所以说你们越卷我越开心(千万不要打我#双11太卷iPhone14全面跌破官网价# ​                "
0,衣乎,1244129511?,"
                    昨晚老板叫我们三个去吃羊肉，拿出一瓶珍藏十几年的老酒，这酒喝着带劲，被我们三个不知不觉给喝完了。喝酒容易上头，上头容易乱表态乱做决定。果然，老板说给我们每人要配个新款手机，说他几年没有换手机了，虽然mate30 保时捷用着还可以。老板喜欢用华为，我却喜欢用iphone，他总是大力向我推荐 ​  展开全文c                "
0,苹果壁纸分享站,5147928002?,"
                    &#xe627;iPhone壁纸 苹果iPhone手机壁纸-龙猫 ​                "
0,头号情感,5150107822?,"
                    我先生。26岁在他爸的压力下相了一个29的姑娘。谈了半年，半年间，姑娘向他要了名牌衣服若干套，包包若干个，iPhone一个，iPad一个而姑娘给他买且仅买了一件五百块外套。由于他爸急着让结婚，遂和姑娘谈彩礼。姑娘的条件:婚房加她名，彩礼三十万，五金首饰一件都不能少，钻戒一克拉以上，婚前 ​  展开全文c                "
0,PopgunII,7708586631?,"
                    用iphone 14的美图app 炮制一些不明觉厉的水钻翻盖手机时尚图片✨📱 ​                "
0,逃跑隧道,5290493334?,"
                    后面两张是iPhone死活对不上焦时候的太阳，别有韵味了吖 ​                "
0,-WaasYiru,5236614019?,"
                    iPhone和华为拍出来是不一样 ​                "
0,抱殺C72,6311182696?,"
                    其实我想要iPhone机并不是因为虚荣之类。。我只是想要一个拍照清晰的摄像头不浪费我十八岁的脸 ​                "
0,Darell0930,2140874532?,"
                    #双十一iPhone14价格新低#昨晚8点抢的14plus 256安全下车 ​                "
0,带你去吃汉堡包,5941494279?,"
                    #双十一iPhone14价格新低#天猫快给老子退差价 ​                "
0,苹果壁纸分享站,5147928002?,"
                    &#xe627;iphone13 苹果iPhone手机壁纸-三丽鸥卡通形象 ​                "
0,小L想有钱,6376970579?,"
                    #双十一iPhone14价格新低#我就是冤种，给我退钱 ​                "
0,大魔王回归,1926584601?,"
                    #双十一iPhone14价格新低#妈的，好贱啊居然让劳资做了双十一第一波的大冤种 ​                "
0,LXW-屋檐边的蓝天白云,3480759615?,"
                    &#xe627;iphone13 10.22京东入的4999双十一直接便宜400不说各种问题，一说有问题要退就说给检测，有什么意义，结果还不是他们自己说了算，首先全屏返回经常点不动，滑屏滑不动，今天直接输入法卡，就是不给退，请问这个问题大吗 LLXW-屋檐边的蓝天白云的微博视频 ​                "
0,善莫烟,5575763133?,"
                    《青海高原风光》作者：李蕴明器材：iPhone地点：青海门源后期：Snapseed&#xe627;摄影手机摄影作品欣赏#摄影##手机摄影# ​                "
0,奶芋糯酥,5943340214?,"
                    &#xe627;山东服装职业学院 盗图发三观不正的言论，蹭热度给你玩明白了，你怎么没死在韩国啊？@Galaxy_fanfan_吴敌风火轮 宝宝发自拍截图视频，用的iPhone手机像素堪比诺基亚，宝贝棒棒哒！ ​                "
0,涵涵w123,7317303313?,"
                    我的小iPhone5S#低像素拍照# ​                "
0,升的升升,7423695856?,"
                    只要陌生拦截一打开，直接源头拦截，收费的永远都是最香，腾讯的那个拦截只能说AI做的可以，实用性还是没有电信这个效果好。#iphone骚扰电话终结者# 2常州 ​                "
0,梨宝包,6622412108?,"
                    &#xe627;iPhone安卓想换苹果，请问一下大家，iphone有快捷打开app的功能吗，比如自定义按键和屏幕边缘手势之类的 ​                "
0,xmww------,6034896328?,"
                    #双十一iPhone14价格新低# 谢谢…什么时候退差价 ​                "
0,笑话啊,5450077288?,"
                    #各平台互卷iPhone14价格跳水多次售罄#我才不信，不要忽悠我！！！！ #双11太卷iPhone14全面跌破官网价# ​                "
0,Cheryl0731,7144957284?,"
                    &#xe627;iPhone 有没有人有这张壁纸呀 ​                "
0,俗人Laity-,5245669927?,"
                    #双十一iPhone14价格新低#我就是个冤大头，快给我退差价 ​                "
0,请与白菜同归于尽,2048344461?,"
                    0点结束iphone O网页链接 阿迪O网页链接 格力空调O网页链接 ​                "
0,另一个世界1205,7607278579?,"
                    &#xe627;iphone13  618买的7月开始用到现在，刚才一看电池🔋已经掉到98了，这正常吗铁汁们还100的咋保持的呀 ​                "
0,别蹭我家网,5522667718?,"
                    #双十一iPhone14价格新低#省了两百块 ​                "
0,新悦家具批发,5555554335?,"
                    &#xe627;iPhone“双十一”管它的哟先薅到一个🍎再说@长安数码君   2遵义·新悦家具批发 ​                "
0,浮梦万物皆虚,6586349093?,"
                    明晚8点，上斗🐠王者荣耀分区观看#2022共创之夜#5分钟即可领取灿若星河击败特效 ​​​​MC人气主播蛋白也会为王者庆生，还会送出一大批礼品葛大爷Gemini也会在直播间抽欧皇，送iPhone 14 Pro、荣耀水晶等等#鱼你相遇七周年# ​                "
0,交个朋友直播间,1640571365?,"
                    难忘双11之夜，罗永浩打破心中魔咒，交个朋友直播间突破 2000 万粉丝大关！#交个朋友直播间# 关注+转发，抽奖送 1 台 iPhone 14。 L交个朋友直播间的微博视频 ​                "
0,景融嘉Emma,5632838801?,"
                    19年，黑五在New Hampshire被它的美丽暖白后板惊艳到，没想到当年吐槽的浴霸摄像头，已经是最美的一代。浴霸越来越大，越来越厚，一直到现在简直夸张至极，就像这几年的经济一样。当时买的apple care保护着它换新3次，撑到现在实属不易，看着美丽又老去的它，实在感伤不已。#iphone11 pro# ​  展开全文c                "
0,余生一个晴啊,5984995022?,"
                    &#xe627;iPhone14 plus 16.02版本 续航杠杠的  ​                "
0,安阳的风,5464586515?,"
                    #双十一iPhone14价格新低#客户每次说别逼我去12345投诉你啊，我真的好想纠正一下他那是12315 ​                "
0,苹果壁纸分享站,5147928002?,"
                    &#xe627;iphone13 苹果iPhone手机壁纸-海绵宝宝 ​                "
0,0416号小朋友,5823067875?,"
                    #双十一iPhone14价格新低#买12的真的是大怨种啊，这整整贵了1500 ​                "
0,谁能比小鹿可爱呢,2671499050?,"
                    这几天最后悔的事情就是更新了16.1……续航咔咔掉！手欠得很#iphone14 pro max# ​                "
0,薄荷水汽苏炎,2407157343?,"
                    螺蛳粉系列P1-3老板新换的iPhone 13有我十几块P4-10 柳州炒螺蛳粉标杆深巷螺蛳粉我直接光盆 ​                "
0,Krystal2727,3169714452?,"
                    @微博iPhone客户端 #iPhone客户端意见反馈# 版本12.11.1,iPhone12,1,OS13.6,网络WIFI我的微博图片点开之后总是白屏，期盼解决！ ​                "
0,昼不想醒,6658301319?,"
                    &#xe627;iPhone 收 ​                "
0,我衹是睡著了,3967472082?,"
                    &#xe627;iPhone14Pro 各位收到手機的友友！裸機錄影，聲音是否正常？ L我衹是睡著了的微博视频 ​                "
0,柠檬不酸汽水不甜,2514500127?,"
                    #为抢iPhone员工集体周五加班#  妈呀！这广场全是高质量水菌，是十二点前不保价不退差价不及时退款被骂惨了，京东和苹果iPhone一🌸💰起洗gc吗？ ​                "
0,今天超级开心的噢,7548241169?,"
                    呜呜呜呜呜呜呜呜我真的好爱我的男朋友之前知道我手机内存不多答应我年底拿奖金就给我们换手机现在偷偷给我买了本来我是问他有什么东西要买 我拼单还差一些，他说要买就买一个手机壳吧，我有点疑惑，以为是给他自己换的，没想到是给我换的iPhone14还是我喜欢的紫色256G小 ​  展开全文c                "
0,安饺辣,1306744127?,"
                    分享欲太强的朋友快去试试贴贴这个app可以跟朋友分享废话就算了自拍起来还是iphone6s的糊感爱了爱了 ​                "
0,他的白杨树,5092612985?,"
                    #双十一iPhone14价格新低#真恶心，我买不到一个星期 ​                "
0,楚楚不可怜OJBK,5112741585?,"
                    #iphone14新品双11晚8点又降价了# 对，没错，我就是31号晚上第一波的大冤种，我就是被割的韭菜。货还没有拿到，第二波就降价250？？我大抵就是那250吧。求求淘宝以后别搞什么双十一了… 同一个双十一还能出俩价格维权被告知没有价保不能退差价  纯纯被当成大冤种#双十一iphone差价 ​  展开全文c                "
0,小朱又在犯懒呀,5312965679?,"
                    #双十一iPhone14价格新低#啊这 早知道今天不拆了妈的，到了好多天，昨天没抢到Pro今天才把14拆了，多花250，苹果真的恶心 ​                "
0,Hirano_O,6144459885?,"
                    #双十一iPhone14价格新低#还好白天买的晚上看见直接秒退重拍不过🍑你是真狗。 ​                "
0,正井必勝,6683286270?,"
                    #双十一iPhone14价格新低#我的pro还没到 ​                "
0,Forest-Jo,5984668843?,"
                    &#xe627;iPhone14Pro 有31号八点下单的1TB银选手嘛你们有猫了嘛 ​                "
0,躺叔_,5816291165?,"
                    #iphone14##iphone14pro被吐槽信号差#被这个狗手机气死，因为电信卡无服务，前前后后官网换了两次机，电信营业厅补了两次卡，更新到最新系统，又去官方店刷机，没想到结局仍是无服务！插入联通移动卡室内室外都是满格信号。插入电信卡室内就是无服务，室外确实满格信号，所以苹果官方说自己手机没问题 ​  展开全文c                "
0,Doc_LetsGo,5216349505?,"
                    D/Outdone myself了，今年1111居然一分钱没给自己花（100块充值🪜不算），就花了一百来块给我妈买了一些生活用品。比较想买的安卓手机，因为我的iPhone在地铁上的信号简直让我想哭，不过还是忍忍吧😭我现在确实是物欲比较低，唯一舍得花钱的地方估计是去海边度假或者一些文娱活动了😭以前爱刷知 ​  展开全文c                "
0,小黛西今天也要开心鸭,3736002443?,"
                    #双十一iPhone14价格新低#我就是这个250大冤种恶心 ​                "
0,啊卷哒哒,2515943700?,"
                    用了一段时间iPhone 13 Pro max，然后再换回华为mate40rs，还是有挺多感想的 ，华为的中长焦确实很厉害 但是近处对焦不了 ，拍摄体验非常卡（真的非常卡 包括启动相机 点击拍照 经常会没有反应 导致错过一些好的画面 ），根本不能拍视频！又黑又糊，这部分也很难优化 因为是ISP的问题 。感觉这台华为 ​  展开全文c                "
0,名字起好了呢hhh,6477058708?,"
                    #双十一iPhone14价格新低#我可真是谢谢了没错是10.31买贵的大怨种了 ​                "
0,一小块奶油饼干,5471087897?,"
                    &#xe627;iPhone 出11 紫色 128g 京东购买，轻微磕碰，郑州当地可自提 ​                "
0,未成人保护法,7495514482?,"
                    &#xe627;iPhone有没有好心人知道为什么这两个金额不一样用了京东白条会不会有影响 ​                "
0,逆风摆渡人,5624192679?,"
                    隔壁罗老师送的都是iPhone 14pro我的妈呀！一个都不中，广东夫妇的直播间我都8级粉丝灯牌了，毛也没有，蹲烂了啥也没有🈚这个双十一我真的服了。 ​                "
0,如斯也,5242942136?,"
                    星河滚汤烫死人间理想🌃.今晚新鲜的稻城银河 By Iphone🫐&#xe627;摄影 2甘孜·稻城县城 ​                "
0,早晚栽到你手里,7792475699?,"
                    &#xe627;iPhone14Pro 电流音确实大，像虫子叫一样 L早晚栽到你手里的微博视频 ​                "
0,科技有趣玩,5702631406?,"
                    某东双11手机销量累计榜出来了，前十名基本上被Redmi和iPhone包场了，话说Redmi 9A都已经发布两年多了，还能取得这样的销量我是万万没想到的 ​                "
0,trample失眠553,6533780639?,"
                    #为抢iPhone员工集体周五加班# 妈呀，这么多人一起啊！不是我就想问一下公司的网络情况这么好的么？你们不会卡住么？这么顺畅的话我下次能不能也去蹭一下啊？ ​                "
0,红红火火616,7562777787?,"
                    #双十一iPhone14价格新低#冤种家人们，🐱上买的怎么维权，一定要告诉我，难过死了，不是差二百，真的是同一个双十一，太狗啊😭😫😠 ​                "
0,蓄力穿绒裤,5355828541?,"
                    老天…iphone 4的截图第一届全职only的通知都快十年了啊啊啊啊啊啊啊 ​                "
0,悲伤的伊利优酸乳,7238075074?,"
                    #双十一iPhone14价格新低#谁是冤大头啊，哟，是我 ​                "
0,Chills牙牙,6560668913?,"
                    两种颜色 两种不一样的风格&#xe627;iPhone壁纸#手机壁纸# ​                "
0,想改一个微博名字叫什么好呢,5967094476?,"
                    #双十一iPhone14价格新低#谢谢 退我一百差价 记得还给我 我是谁 10/31号的晚八点大怨种哦～^_^ ​                "
0,贰拾捌拾伍,5978968571?,"
                    #iPhone14#不想让我买明说   少整这些花里花哨的 ​                "
0,西凹乐盎吉啊有,5272253070?,"
                    #双十一iPhone14价格新低#🐎的，这不恶心人吗10月31买苹果的都是大冤种，🍎我谢谢你全家 ​                "
0,做个甜儿梦叭,5717889963?,"
                    #双十一iPhone14价格新低#怎么还有这么多水军在刷啊 还要刺激韭菜玩家吗 ​                "
