评论id,发布时间,用户id,昵称,性别,城市,点赞数,回复数,评论内容
4718375634472386,Sat Dec 25 19:31:17 +0800 2021,5706787983,鹘鹰1号,m,其他,1,0,我觉得听起来更像真人版鬼畜
4718272966300002,Sat Dec 25 12:43:19 +0800 2021,2144840972,是徽徽不是微微a,m,安徽 安庆,1,0,耳朵怀孕了  孩子马上掉出来了
4718261239546671,Sat Dec 25 11:56:42 +0800 2021,5529811475,双鱼座的lin9525,m,福建 宁德,1,0,百万调音师听了直摇头
4718217413789994,Sat Dec 25 09:02:34 +0800 2021,5415498782,吃王咕咕的喵酱,m,吉林 吉林,1,0,调音师辛苦了
4718089856616365,Sat Dec 25 00:35:42 +0800 2021,5408844549,一本25页的書,m,四川 阿坝,1,0,对对对天籁之音
4718074969984679,Fri Dec 24 23:36:33 +0800 2021,6868760303,吃花椒的胖头冰,m,江苏,1,0,我来迟了
4718073159093090,Fri Dec 24 23:29:21 +0800 2021,6871865604,我的心都是冰冰等我,m,重庆,1,0,真好听下次别唱了
4718070289927652,Fri Dec 24 23:17:57 +0800 2021,7220148185,最勇敢的修勾,m,江苏,1,0,我不信，除非真让我听见
4718062106839840,Fri Dec 24 22:45:26 +0800 2021,7304023173,吃喵酱的鱼丸,f,其他,3,0,如听仙乐耳暂明
4718055366328950,Fri Dec 24 22:18:38 +0800 2021,6992868456,渠芺,m,江西 南昌,1,0,
4718045828219647,Fri Dec 24 21:40:44 +0800 2021,3414705962,雪车子,m,安徽 六安,1,0,是的
4718043278872811,Fri Dec 24 21:30:37 +0800 2021,6576422758,别哭快点背单词,m,其他,1,0,55555老婆 考研考不上 不能去东北找你了
4718036394707568,Fri Dec 24 21:03:16 +0800 2021,7116103384,蛋包饭爱吃香菜,f,黑龙江 大庆,1,0,哈哈哈哈哈哈哈老婆更新了
4718028849152950,Fri Dec 24 20:33:17 +0800 2021,6064126930,无宇伦比为宇沉伦,m,海外,1,1,冰冰老婆好好看，期待视频
4718014584853565,Fri Dec 24 19:36:36 +0800 2021,6759277003,怀柔陶渊明,f,北京 怀柔区,1,1,啊～老婆老婆记得吃苹果🍎哦
4718007370389299,Fri Dec 24 19:07:56 +0800 2021,1984909540,梦想飞上天空的企鹅,m,安徽 宣城,1,0,第一张：我要一展歌喉了 第二张：我还是闭口吧 @吃花椒的喵酱 @尼格买提
4718003613077415,Fri Dec 24 18:53:00 +0800 2021,3803666722,车马邮寄23,m,四川 绵阳,1,0,是的嘞
4718001401894456,Fri Dec 24 18:44:13 +0800 2021,5516532405,浩东ddd,m,内蒙古,1,0,敬爱的王姐，携手百万头粉 跪求您今年跨年的时候再来一次和去年一样的直播并作为长期保留节目 （兄弟们送我上去！@吃花椒的喵酱
4717997120032416,Fri Dec 24 18:27:12 +0800 2021,6540426620,廓周心,m,辽宁,1,0,冰冰姐你关注安徽女孩无锡失联事件了吗  这事件不简单
4717995311762037,Fri Dec 24 18:20:01 +0800 2021,7213693692,一个庄周骑着鲲,m,辽宁,1,0,兄弟们快跑
4717995307829237,Fri Dec 24 18:20:00 +0800 2021,1657677695,Great-Master,f,福建 厦门,1,0,年底了…这是喵酱给调音师冲业绩了…她还是那么暖心
4717991092292142,Fri Dec 24 18:03:15 +0800 2021,6001749603,-Lnslios-,m,四川 巴中,1,0,吹爆好吧😊
4717989687200628,Fri Dec 24 17:57:40 +0800 2021,3675340632,钢炮霸霸,m,浙江 杭州,1,0,妈妈说今年必须得带你回家了
4717989683527987,Fri Dec 24 17:57:38 +0800 2021,5213942039,Timor和Teemo,m,其他,1,0,大 大 大
4717986059649170,Fri Dec 24 17:43:14 +0800 2021,5582471849,卡比兽不是肥宅,m,四川 成都,1,0,隔着屏幕都能听到调音师的哭声
4717983261788848,Fri Dec 24 17:32:08 +0800 2021,6973066478,毛熊家的Hauptmann,m,海外,1,0,姐姐说说，雇了几个调音师
4717983073043695,Fri Dec 24 17:31:23 +0800 2021,2108108032,HumanD,m,上海,1,0,从来不评论的，感觉这两张特别美，声音特别动人
4717974974630751,Fri Dec 24 16:59:12 +0800 2021,7376943856,KonMuGi,m,其他,1,0,天籁之颜有了，天籁之音难说
4717974683913524,Fri Dec 24 16:58:03 +0800 2021,7510004532,Jx-Tan_GEOLOGY,m,北京,1,0,好好听
4717974433302875,Fri Dec 24 16:57:03 +0800 2021,1803659593,sunnyeterna,m,江苏 南京,1,0,自己人，别开腔
4717973049442382,Fri Dec 24 16:51:32 +0800 2021,2771685287,你也可曾是少年,m,天津 南开区,1,0,瑟瑟发抖
4717970516085071,Fri Dec 24 16:41:29 +0800 2021,2108108032,HumanD,m,上海,1,0,头饰美
4717966518386944,Fri Dec 24 16:25:35 +0800 2021,1635319890,HeartDr_Li,m,北京 西城区,1,0,我 听 不 到！ 除非冰冰当面给我唱
4717965150260542,Fri Dec 24 16:20:10 +0800 2021,1624371887,惹不起的熊,m,其他,1,0,
4717963980310797,Fri Dec 24 16:15:31 +0800 2021,5320797336,吃饱喝足向前冲,f,其他,1,0,老婆好美天籁之音听到啦
4717959325159342,Fri Dec 24 15:57:01 +0800 2021,6516759078,原鳥宿,m,其他,1,0,抢什么抢？你们没有老婆的吗？干嘛叫我老婆
4717959286882376,Fri Dec 24 15:56:51 +0800 2021,5738401530,好夫君,m,天津,1,0,不好意思，家妻献丑了，我代她跟大家配个不是
4717957910889000,Fri Dec 24 15:51:23 +0800 2021,6624325848,吃小熊不吃饼,m,陕西 西安,1,0,说得好，已经把声音关了
4717956774758599,Fri Dec 24 15:46:53 +0800 2021,6335291759,Husher_,m,其他,1,0,辛苦调音师了
4717956213246127,Fri Dec 24 15:44:39 +0800 2021,7490838560,草莓味的Look,f,浙江,1,0,胖头鱼之声
4717955521446994,Fri Dec 24 15:41:54 +0800 2021,6091055850,饲料鸡进化史,m,北京 东城区,1,0,你的歌声看着真甜
4717954359362496,Fri Dec 24 15:37:17 +0800 2021,2439362442,絵空事灬,m,上海,1,0,坏女人，明明已经偷了我的心 还把吃花胶的喵酱的Vlog藏起来！ 隔着屏幕还要提醒我互动一次获得铁粉！！！
4717951800838397,Fri Dec 24 15:27:07 +0800 2021,2898873601,我的老爸善良健康,m,四川 成都,1,0,不好意思 家妻让诸位见笑了
4717951573559312,Fri Dec 24 15:26:13 +0800 2021,6899486282,aRplusLi,m,贵州,1,0,情侣上衣
4717950801546066,Fri Dec 24 15:23:09 +0800 2021,6227638308,卜卜生威,m,山东 烟台,2,0,我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。我爱冰冰。冰冰爱我。
4717950461804757,Fri Dec 24 15:21:47 +0800 2021,5282015139,奶罐坤坤的宝贝华子,f,其他,1,1,老婆请放出未修音版本
4717950462855212,Fri Dec 24 15:21:48 +0800 2021,6150186018,凑明的纱夏,m,黑龙江 哈尔滨,1,1,被魔鬼亲吻的嗓子
4717949754016629,Fri Dec 24 15:18:58 +0800 2021,6379301535,十年磨一剑呗,m,广东 广州,1,0,哇
4717948831269976,Fri Dec 24 15:15:18 +0800 2021,3196154512,藏涵子,f,其他,1,0,辛苦调音师了
4717948680012822,Fri Dec 24 15:14:42 +0800 2021,6760998645,枫灬叶丶丶,m,天津,1,0,调音师：王姐唱歌太好听了
4717948562833855,Fri Dec 24 15:14:14 +0800 2021,5532201444,是糯糯不是米需,f,山东,1,0,辛苦修音师了
4717948079702077,Fri Dec 24 15:12:19 +0800 2021,7363081273,谁在看日落,f,山东,1,0,老婆好棒
4717947811004765,Fri Dec 24 15:11:15 +0800 2021,6466950676,露生有糖吃,f,广西 河池,1,0,这么好看的女孩子，我可以一口一个@吃花椒的喵酱 
4717947304280666,Fri Dec 24 15:09:14 +0800 2021,6227638308,卜卜生威,m,山东 烟台,1,0,老婆。都说女大三抱金砖。咱能抱好多金砖呢媳妇儿
4717946804635987,Fri Dec 24 15:07:16 +0800 2021,3091265694,witnessentiw,m,陕西 西安,1,0,呱呱呱
4717946372360389,Fri Dec 24 15:05:33 +0800 2021,7659031419,丨遇见冰娜丨,f,云南 昆明,1,1,辛苦调音师了
4717946101042368,Fri Dec 24 15:04:28 +0800 2021,6649497583,白薇的薇,f,河南,1,0,这声音可真好看～
4717945902861567,Fri Dec 24 15:03:41 +0800 2021,6402945181,吃冰疙瘩的猹酱,m,浙江 杭州,1,0,隔着屏幕都能感觉到调音老师的压力
4717944737891964,Fri Dec 24 14:59:03 +0800 2021,5417716487,怎么看都那么帅,m,其他,1,0,冰冰
4717944468671916,Fri Dec 24 14:57:59 +0800 2021,2108475164,Elllk21,m,湖北 武汉,1,0,隔着屏幕都能感受到大头特效
4717944368267782,Fri Dec 24 14:57:34 +0800 2021,6510726327,懒猫的橘夏,m,广东 深圳,1,0,对对对，“魔”音绕梁
4717943965353245,Fri Dec 24 14:55:59 +0800 2021,6150871840,家有禾苗12,m,其他,1,0,我不要隔着屏幕用眼睛听，我要用耳朵听！！！！
4717943730996193,Fri Dec 24 14:55:03 +0800 2021,6311863307,吃玉玺的喵酱,m,其他,1,0,没有听到怎么办
4717943575022122,Fri Dec 24 14:54:26 +0800 2021,3184506842,镜中的那个男人,m,北京 东城区,1,0,听到了呢，咕咕咕的
4717942984149042,Fri Dec 24 14:52:05 +0800 2021,6546549250,左轮世家,f,四川 成都,1,0,是唱皮卡～皮卡～丘～吗
4717942786228690,Fri Dec 24 14:51:17 +0800 2021,2270764434,forlin33-,m,福建 福州,1,0,隔着屏幕感到害怕
4717942383839646,Fri Dec 24 14:49:42 +0800 2021,5122309255,星然晴语,m,天津,1,0,已经余音绕梁了
4717942367061699,Fri Dec 24 14:49:38 +0800 2021,5268660280,SuperTayTay,m,其他,1,0,辛苦调音师了
4717942354479531,Fri Dec 24 14:49:35 +0800 2021,7146830595,哎哟晶晶·,f,湖北,1,0,老婆老婆
4717942225242166,Fri Dec 24 14:49:04 +0800 2021,3968233829,一生_Sone,m,香港 其他,1,0,应该是隔着屏幕都能感觉到修音师的不易
4717942115927637,Fri Dec 24 14:48:38 +0800 2021,5268660280,SuperTayTay,m,其他,1,0,闻到了闻到了
4717942091286541,Fri Dec 24 14:48:32 +0800 2021,6054137439,不吃胡萝卜的喵酱,m,浙江,1,0,冰!
4717942065332883,Fri Dec 24 14:48:25 +0800 2021,6495710158,吃鲱鱼罐头的冰冰,f,广东 广州,1,0,冰冰奶奶又在唱鬼畜吗
4717941993769517,Fri Dec 24 14:48:09 +0800 2021,5033107231,登上月球的鸭鸭王子,f,浙江,2,0,你说是就是吧
4717941814198750,Fri Dec 24 14:47:25 +0800 2021,1502912585,躺在衣柜里的鱼,m,上海,1,0,“大头儿子小头爸爸”
4717941272085109,Fri Dec 24 14:45:16 +0800 2021,6010842050,西沣路的猫,f,河南 焦作,1,0,啊对对对
4717941167751583,Fri Dec 24 14:44:51 +0800 2021,7191937905,花椒本花,f,其他,1,0,是在唱小邋遢吗
4717941037468455,Fri Dec 24 14:44:21 +0800 2021,6107531876,吃老王的喵酱,m,四川 成都,1,0,百万调音师？
4717940757235346,Fri Dec 24 14:43:14 +0800 2021,6596223324,切格瓦拉的,m,天津 东丽区,1,0,王姐这次还修吗
4717940744654449,Fri Dec 24 14:43:11 +0800 2021,6216002866,故里长安不相思丶,m,其他,1,0,剪辑师，麻烦把大头特效关一下
4717940673609864,Fri Dec 24 14:42:53 +0800 2021,5749946013,晕车晕车晕,m,黑龙江,1,0,技巧可以，但是感觉情感差点意思。如果想在这方面有所突破，点开我的头像，我给你一场撕心裂肺的爱情，祝你歌道大成。
4717940672823899,Fri Dec 24 14:42:53 +0800 2021,6304397474,得娴唔得闲,f,广东,1,0,并没有
4717940596802991,Fri Dec 24 14:42:36 +0800 2021,6364914257,王冰冰今天吃火锅了嘛,f,其他,1,0,咕咕，我五点考试（很高兴在考试前看到你的微博动态！）我会加油的！
4717940433489559,Fri Dec 24 14:41:57 +0800 2021,7625864288,99玖鹤,f,江苏,1,0,冰冰好乖
4717940430080270,Fri Dec 24 14:41:56 +0800 2021,2644196564,pass_lpx,m,广东 揭阳,1,0,感受得到仙女下凡
4717940317098212,Fri Dec 24 14:41:29 +0800 2021,1628317112,老实憨厚的Nok,m,浙江 杭州,1,0,隔着屏幕只能看到大头
4717940249989907,Fri Dec 24 14:41:13 +0800 2021,6407776525,摆子和Ollie,m,河北 邢台,1,0,咕咕声，有的
4717940178682579,Fri Dec 24 14:40:55 +0800 2021,1420802104,肥麗想办法,m,天津 河北区,1,0,我爱你，你唱什么都是天籁
4717940157711915,Fri Dec 24 14:40:51 +0800 2021,5238333615,蓝色丶Cold,m,其他,1,0,仿佛看到百万调音师青筋暴起的样子
4717940132549095,Fri Dec 24 14:40:45 +0800 2021,5664940077,我是东山啊啊-,m,台湾 台北市,1,0,是我老婆，你们往后稍稍
4717940118916630,Fri Dec 24 14:40:42 +0800 2021,7425581580,一点七亿的距离,f,陕西,1,0,冰冰说的都是对的永远支持
4717940056523949,Fri Dec 24 14:40:27 +0800 2021,7021405515,胖胖胖胖胖吧,m,陕西,1,0,忘了b站自己的鬼畜吗
4717939993609356,Fri Dec 24 14:40:12 +0800 2021,6358643241,芝士雪豹123,m,其他,1,0,隔着屏幕我已经开始单曲循环了
4717939985744421,Fri Dec 24 14:40:09 +0800 2021,5995867759,爱吃米饭___gl,m,福建,1,0,我是前两百名
4717939980765615,Fri Dec 24 14:40:09 +0800 2021,6617829438,追月亮的阿吻,f,海外,1,0,冰冰姐姐
4717939977358202,Fri Dec 24 14:40:08 +0800 2021,1766844771,Kiyuu_,m,其他,1,0,我感受到了爱情
4717939947997750,Fri Dec 24 14:40:01 +0800 2021,6401050689,fairytalepowers,m,河北,1,0,听到了，有人喊我老公
4717939787829312,Fri Dec 24 14:39:23 +0800 2021,6329944942,大垒i,m,山东,1,0,头腔共鸣！
4717939784418740,Fri Dec 24 14:39:22 +0800 2021,6208725133,LIVE-亦笙,m,江西,1,0,@李昂昂昂啊
4717939774982796,Fri Dec 24 14:39:20 +0800 2021,6312857451,开阻除痹曹清华,m,其他,1,0,不听不听
4717939611141634,Fri Dec 24 14:38:41 +0800 2021,6326150471,十一月的肖邦01679,m,安徽 合肥,1,0,今天的心也是冰冰的
4719021158828050,Mon Dec 27 14:16:22 +0800 2021,6246202136,咕噜加冰可乐,f,河南,5,0,向远方真的太好听了！！！还有这俩人放在一起，这两张脸真的国泰民安！！！
4727160591616141,Wed Jan 19 01:19:34 +0800 2022,5075098132,鸻冬,f,上海,0,0,好喜欢冰
4726218085634142,Sun Jan 16 10:54:23 +0800 2022,2010590157,团团好青年,f,北京 东城区,0,0,图片评论 
4724517220648010,Tue Jan 11 18:15:45 +0800 2022,7591543603,-小猫在月亮上煮咖啡-,m,海外,0,0,[暖一下][暖一下][暖一下]
4724517202563388,Tue Jan 11 18:15:41 +0800 2022,7591543603,-小猫在月亮上煮咖啡-,m,海外,0,0,宝
4724412739227149,Tue Jan 11 11:20:35 +0800 2022,5690501014,毅锐23,m,辽宁 大连,0,0,是滴
4721947822526793,Tue Jan 04 16:05:53 +0800 2022,6113141300,Mercury沅,f,其他,0,0,是的是的
4721149365193169,Sun Jan 02 11:13:06 +0800 2022,2795248285,你正常吗-SH,f,福建,0,0,天冷冷的，心是冰冰的
4721139761022499,Sun Jan 02 10:34:56 +0800 2022,1994572710,浅海白沙,m,海外,0,0,
4720529078225236,Fri Dec 31 18:08:18 +0800 2021,5391028877,---冬日暖阳---,m,黑龙江 牡丹江,0,0,唱的什么歌呀，去哪听一下
4720216980852201,Thu Dec 30 21:28:08 +0800 2021,1778323145,Dong吃吃吃吃饱了,f,其他,0,0,
4720186437143389,Thu Dec 30 19:26:46 +0800 2021,7481285438,Estban冷血,m,上海 长宁区,0,0,我的心是冰冰的
4720137111866366,Thu Dec 30 16:10:46 +0800 2021,5027508845,是在想啊,f,浙江,0,0,好好看
4720056325375621,Thu Dec 30 10:49:45 +0800 2021,7131700443,裴映瑾,f,重庆 永川区,0,0,冰冰！我的心是冰冰姐姐的！
4720031114200981,Thu Dec 30 09:09:34 +0800 2021,5465371009,Mzyndk64157,f,其他,0,0,
4719883432758453,Wed Dec 29 23:22:44 +0800 2021,2156613965,橘子国王陛下,m,浙江 金华,0,0,冰冰我爱你
4719821297554559,Wed Dec 29 19:15:50 +0800 2021,5996983569,lllllluss,f,江苏 南京,0,0,并没有哦
4719796048365359,Wed Dec 29 17:35:30 +0800 2021,6637201770,和硕醇亲王,m,北京 海淀区,0,0,用天籁传递爱中国爱拉索，我的心是冰冰的
4719769107824757,Wed Dec 29 15:48:26 +0800 2021,5666030044,爱卷毛的长弓,m,黑龙江,0,0,
4719662665827354,Wed Dec 29 08:45:29 +0800 2021,6099883570,反派小u,f,其他,0,0,老婆
4719535716568264,Wed Dec 29 00:21:02 +0800 2021,7538726015,快乐人生oa,m,其他,0,0,就这就这？
4719358292787258,Tue Dec 28 12:36:00 +0800 2021,7487643117,爱阿数的bsmj,m,内蒙古,1,0,如听仙乐耳暂明
4719323202981478,Tue Dec 28 10:16:35 +0800 2021,6716594660,想努力读书,m,广东 珠海,0,0,第3333个评论属于我对冰冰满满都是爱
4719071646190837,Mon Dec 27 17:36:59 +0800 2021,5995040796,王俊凯唱得我心醉_,f,河南,0,1,老婆说啥就是啥
4719005720381040,Mon Dec 27 13:15:01 +0800 2021,6304978532,摇摇七玺啵啵奶茶,f,山西,0,0,是
4718997616199824,Mon Dec 27 12:42:49 +0800 2021,5799382893,吴同学想睡觉_,f,福建,0,0,王姐这波梦幻联动 什么时候和我千玺一起
4718990138805132,Mon Dec 27 12:13:06 +0800 2021,7650547094,吃瓜看戏小乙,f,江苏,0,1,图片评论 
4718976262737083,Mon Dec 27 11:17:58 +0800 2021,5252710099,_Peppa__,f,黑龙江,0,0,老婆贴贴
4718973554526621,Mon Dec 27 11:07:12 +0800 2021,2473751141,alwaysaroundk,m,北京,1,0,太美啦！和凯凯一起唱！好好听@TFBOYS-王俊凯
4718971616758359,Mon Dec 27 10:59:30 +0800 2021,5631130945,吃花茮的喵酱,f,上海 闵行区,0,0,唱的《向远方》是吧，确实是天籁之声，好听好听，中国青年天生好看，2022中国加油
4718968063659701,Mon Dec 27 10:45:23 +0800 2021,1862270702,秋月要睡觉,f,广东 广州,0,0,人美声甜
4718931883328894,Mon Dec 27 08:21:37 +0800 2021,7548200582,春深暮云,m,北京 西城区,0,0,王冰冰，有人说你是胖头鱼公主，你接不接受啊？
4718923481875480,Mon Dec 27 07:48:14 +0800 2021,6296407166,远山沛松,m,江苏 南京,0,0,啥时候鬼畜自己一波
4718784860914745,Sun Dec 26 22:37:23 +0800 2021,5279803162,局外幻影,f,河南,0,0,冰冰啊啊啊啊啊啊啊
4718780137343782,Sun Dec 26 22:18:38 +0800 2021,7401867945,西安碑林-白雪松,m,陕西,0,0,
4718744300946521,Sun Dec 26 19:56:14 +0800 2021,7199331963,Leon-slny,m,安徽 合肥,0,0,lp
4718715524092166,Sun Dec 26 18:01:53 +0800 2021,1666507344,王小笨拙,m,广东 广州,0,0,挺好听的，大头兵
4718674093541383,Sun Dec 26 15:17:15 +0800 2021,3974341529,清筠挟风鸣,m,其他,0,0,天癞之声
4797748145295502,Mon Aug 01 20:09:18 +0800 2022,2972855064,heavycc,m,其他,0,0,能听到
4796736252412437,Sat Jul 30 01:08:23 +0800 2022,7470627714,鼬爾醭劍,m,其他,0,0,看图片都看出来了
4795210624407986,Mon Jul 25 20:06:06 +0800 2022,7634646340,花果山你敢不敢让我抽到季元启,m,其他,0,0,你没事吧🍵
4793800621035507,Thu Jul 21 22:43:15 +0800 2022,6810155524,喻爸不能,f,其他,0,0,冰冰太可爱了，快唱给我听听，我的手机坏了，压根听不到啊冰冰
4785686265464695,Wed Jun 29 13:19:42 +0800 2022,7737738907,ai吃辣椒的,m,其他,0,0,冰冰，我要用你图片装我老婆了 查看动图
4783655262095129,Thu Jun 23 22:49:13 +0800 2022,1805791562,黄小火ICyzn,m,广东 广州,0,0,是的是的冰冰 我爱你❤️
4776948851802774,Sun Jun 05 10:40:19 +0800 2022,6991208832,每天都要开心kx,f,其他,0,0,美女
4776464752836813,Sat Jun 04 02:36:42 +0800 2022,5673262839,榴莲榴莲我要吃两个刘恋,m,其他,1,0,是这样好听得很多唱点吧~
4770128723970599,Tue May 17 14:59:35 +0800 2022,7640344620,爱冰冰冰冰冰冰冰冰冰冰冰冰冰,m,其他,1,0,冰冰:啊!啊!啊~～!（大声）
4741844234142377,Mon Feb 28 13:47:06 +0800 2022,6175013900,我不是胖宝宝1988,m,其他,0,0,调音师已递交辞职信
4739021000936916,Sun Feb 20 18:48:36 +0800 2022,7242641523,Genius1Leong,m,内蒙古 鄂尔多斯,0,0,殄赖蜘音
4737887839191651,Thu Feb 17 15:45:48 +0800 2022,5632056896,AlDuke,m,上海 闸北区,0,0,这不是我买的那个发卡麽
4735302763549173,Thu Feb 10 12:33:39 +0800 2022,5576097956,抹茶旦旦哈哈哈哈哈哈哈,f,其他,0,0,王冰冰这个名字可真难写，倒不是笔画繁琐，只是写的时候要蘸上四分黄昏，三分月色，两分微醺，还有一分她的可爱​
4734206121346414,Mon Feb 07 11:55:59 +0800 2022,1761463181,回伊敏了了咯,f,其他,0,0,自己人
4733359630582295,Sat Feb 05 03:52:20 +0800 2022,6374379787,郑ssica让我好好学英语,f,海外 其他,0,0,姐姐！！！
4732500049659592,Wed Feb 02 18:56:40 +0800 2022,5724044272,MOLIyan233,f,其他,0,0,天籁之声：咕咕咕
4730691223032981,Fri Jan 28 19:09:02 +0800 2022,2330993072,末末末末日,m,湖北 武汉,0,0,老婆好美
4730350662585318,Thu Jan 27 20:35:46 +0800 2022,7521403901,劳动妇女佟大香,m,浙江 温州,0,0,女王
4730284845569294,Thu Jan 27 16:14:14 +0800 2022,5869377000,心里冰冰的胖头鱼,m,广东 潮州,0,0,修音师辛苦了@吃花椒的喵酱
4730032662249898,Wed Jan 26 23:32:08 +0800 2022,6603975982,有点不会单刀的喵酱,m,内蒙古 通辽,0,0,调音器正经得歇两个月
4729833319303929,Wed Jan 26 10:20:02 +0800 2022,7728981955,一个亿够吗,m,其他,0,0,呱呱呱
4729509305652261,Tue Jan 25 12:52:31 +0800 2022,5869377000,心里冰冰的胖头鱼,m,广东 潮州,0,0,修音员辛苦了
4729115250789819,Mon Jan 24 10:46:41 +0800 2022,7267687226,季心漪,m,其他,0,0,宝贝 放过我
4728367335867725,Sat Jan 22 09:14:43 +0800 2022,7513120714,-巴普洛夫的猫-,f,河北 邯郸,0,0,
4728205683197578,Fri Jan 21 22:32:23 +0800 2022,5934099227,冬冬的夏夏,f,广东 广州,0,0,冰冰，可分享穿搭吗？
4727304867545659,Wed Jan 19 10:52:51 +0800 2022,6601562311,i孙小迷i,m,四川,0,0,此时无声胜有声
4727081151497146,Tue Jan 18 20:03:53 +0800 2022,5659592440,为何菊部有小血,m,辽宁 大连,0,0, 
4726784497026853,Tue Jan 18 00:25:06 +0800 2022,7732393647,杨过-1987,m,其他,0,0,加油加油
4726775491334894,Mon Jan 17 23:49:19 +0800 2022,6448991891,重生之嫁给金冬天,f,其他,0,0,冰冰姐，为了那我要留在吉大南区
4726674853467693,Mon Jan 17 17:09:25 +0800 2022,5733043770,因为你暖心呀,f,海外 奥地利,0,0,出专辑吧喵酱
4726370225360217,Sun Jan 16 20:58:56 +0800 2022,7112075923,spring和山泉,m,福建,0,0,是的啊
4726177954005722,Sun Jan 16 08:14:54 +0800 2022,6960803936,雨珶帽,m,其他,0,0,我是你的粉丝迷，支持你的工作，互相关注一下我微博，我在微博私信给你
4726020055239192,Sat Jan 15 21:47:29 +0800 2022,7334162548,一缕空气丶,m,吉林,1,0,希望你不要被那些不好的声音折磨，人的生活是自己的，做好自己就好，你是最棒的加油
4725973360314346,Sat Jan 15 18:41:56 +0800 2022,6592115644,爱写诗的孤独,m,山西 长治,1,0,啊对对对
4725951655577180,Sat Jan 15 17:15:41 +0800 2022,2140497482,佳_玉_,f,广东 广州,0,0,是的！
4725945200542169,Sat Jan 15 16:50:01 +0800 2022,7374656101,每天都要起飞,m,山东,0,0,我不信
4725843937198224,Sat Jan 15 10:07:38 +0800 2022,7402194730,兔芽子,f,其他,0,0,姐姐好漂亮啊
4725811981060992,Sat Jan 15 08:00:40 +0800 2022,5330246187,繁光易逝,f,安徽,0,0,不能
4725685622934055,Fri Jan 14 23:38:34 +0800 2022,7673457273,都要闪闪发光ye,f,其他,0,0,实话实说是的呢
4725609118303826,Fri Jan 14 18:34:34 +0800 2022,7734421759,纯碱不是碱198005,m,河南,0,0,是
4725604122887176,Fri Jan 14 18:14:43 +0800 2022,2177655262,再见让我走吧,f,海南,0,0,好可爱啊！！！！！！！！
4725544581075356,Fri Jan 14 14:18:07 +0800 2022,7050553163,我可以叫玄武门吗,m,河北,0,0,来雄安好吗
4725537472512098,Fri Jan 14 13:49:51 +0800 2022,3665343894,小咸咸仔,f,其他,0,0,是的冰冰
4725512163036849,Fri Jan 14 12:09:18 +0800 2022,6403665737,爱吃豌豆的肉程,f,北京,0,0,口红色号
4725509797448062,Fri Jan 14 11:59:54 +0800 2022,6091178123,花甜甜呐,f,广东,0,0,老婆贴贴！！
4725453128205032,Fri Jan 14 08:14:43 +0800 2022,2679386604,Ray_Mr雷,m,北京 昌平区,0,0,人间四月天
4725330101668824,Fri Jan 14 00:05:51 +0800 2022,6622665620,我不说废话啦,f,其他,1,0,我说她18都不为过
4725327719041440,Thu Jan 13 23:56:23 +0800 2022,5051762159,可爱多可爱多不多吖,f,其他,0,0,别怕 加油
4725314373027523,Thu Jan 13 23:03:21 +0800 2022,7509207351,我们是朋友199709,m,湖北,0,0,美
4725263751186342,Thu Jan 13 19:42:12 +0800 2022,5667563418,土豆马铃薯29,m,其他,0,0,我已经是铁粉了
4725255111180409,Thu Jan 13 19:07:51 +0800 2022,5667563418,土豆马铃薯29,m,其他,0,0,我
4725158290654190,Thu Jan 13 12:43:08 +0800 2022,6157807835,山雀sq,f,黑龙江,0,0,姐姐好漂亮！！！
4725138542563323,Thu Jan 13 11:24:40 +0800 2022,7422009682,比利比利视频网,m,河北 张家口,0,0,调音师欲哭无泪
4725123694723743,Thu Jan 13 10:25:39 +0800 2022,1968993781,韦唯维你是谁,m,江苏 泰州,0,0,太~好听了吧~简直就是天~籁
4725113104370298,Thu Jan 13 09:43:35 +0800 2022,1276272864,六爷_XX,m,甘肃 酒泉,0,0,
4724943238990466,Wed Jan 12 22:28:36 +0800 2022,7601715527,星矢biu,f,其他,0,0,老婆不要在意那些黑料，那是真实的你，不是缺点
4724880329146851,Wed Jan 12 18:18:36 +0800 2022,2971293323,小boss12,f,上海,0,0,老婆
4724843608017434,Wed Jan 12 15:52:42 +0800 2022,2869169392,时不欺矣,m,广东 佛山,1,0,才留意到冰冰你法令纹入口 面相学叫腾蛇入口，先还年轻多注意身体 定期体检 特别消化系统多注意
4724835026207568,Wed Jan 12 15:18:35 +0800 2022,6084308627,吉林王王冰冰,m,新疆,0,0,冰冰
4724817527833434,Wed Jan 12 14:09:03 +0800 2022,7709727062,月野玖peach,f,其他,0,0,呜呜呜呜呜呜呜呜老婆老婆好漂亮！！！！！
4724812255857859,Wed Jan 12 13:48:07 +0800 2022,5565336710,晚上绝对不能喝奶茶,f,江苏 南京,0,0,美女姐姐爱你❤️
4724799254037301,Wed Jan 12 12:56:27 +0800 2022,6367083621,顾觉觉_,f,安徽,0,0,呜呜呜宝贝太可爱了
